ENSMUSG00000000001	3208
ENSMUSG00000000003	0
ENSMUSG00000000028	391
ENSMUSG00000000031	0
ENSMUSG00000000037	15
ENSMUSG00000000049	0
ENSMUSG00000000056	847
ENSMUSG00000000058	6
ENSMUSG00000000078	5004
ENSMUSG00000000085	639
ENSMUSG00000000088	372
ENSMUSG00000000093	8
ENSMUSG00000000094	0
ENSMUSG00000000103	0
ENSMUSG00000000120	21
ENSMUSG00000000125	2
ENSMUSG00000000126	0
ENSMUSG00000000127	15
ENSMUSG00000000131	5521
ENSMUSG00000000134	1362
ENSMUSG00000000142	914
ENSMUSG00000000148	965
ENSMUSG00000000149	492
ENSMUSG00000000154	27
ENSMUSG00000000157	4
ENSMUSG00000000159	1
ENSMUSG00000000167	4
ENSMUSG00000000168	835
ENSMUSG00000000171	1297
ENSMUSG00000000182	0
ENSMUSG00000000183	0
ENSMUSG00000000184	8888
ENSMUSG00000000194	1164
ENSMUSG00000000197	0
ENSMUSG00000000202	0
ENSMUSG00000000204	11
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	0
ENSMUSG00000000223	4
ENSMUSG00000000244	1198
ENSMUSG00000000247	5
ENSMUSG00000000248	1
ENSMUSG00000000253	6
ENSMUSG00000000263	0
ENSMUSG00000000266	4
ENSMUSG00000000275	2691
ENSMUSG00000000276	1033
ENSMUSG00000000278	972
ENSMUSG00000000282	1299
ENSMUSG00000000290	21611
ENSMUSG00000000295	466
ENSMUSG00000000296	0
ENSMUSG00000000301	43
ENSMUSG00000000303	270
ENSMUSG00000000305	0
ENSMUSG00000000308	0
ENSMUSG00000000317	8
ENSMUSG00000000318	342
ENSMUSG00000000320	11
ENSMUSG00000000325	41
ENSMUSG00000000326	596
ENSMUSG00000000339	331
ENSMUSG00000000340	695
ENSMUSG00000000346	11929
ENSMUSG00000000355	823
ENSMUSG00000000359	28
ENSMUSG00000000365	13
ENSMUSG00000000374	1974
ENSMUSG00000000378	3951
ENSMUSG00000000381	0
ENSMUSG00000000384	2400
ENSMUSG00000000385	7
ENSMUSG00000000386	2543
ENSMUSG00000000392	15
ENSMUSG00000000394	6
ENSMUSG00000000399	1520
ENSMUSG00000000402	1
ENSMUSG00000000409	24515
ENSMUSG00000000411	1
ENSMUSG00000000416	2
