ENSMUSG00000000001	2473
ENSMUSG00000000003	0
ENSMUSG00000000028	187
ENSMUSG00000000031	1
ENSMUSG00000000037	4
ENSMUSG00000000049	0
ENSMUSG00000000056	1040
ENSMUSG00000000058	28
ENSMUSG00000000078	29622
ENSMUSG00000000085	623
ENSMUSG00000000088	509
ENSMUSG00000000093	1
ENSMUSG00000000094	1
ENSMUSG00000000103	0
ENSMUSG00000000120	1
ENSMUSG00000000125	1
ENSMUSG00000000126	1
ENSMUSG00000000127	28
ENSMUSG00000000131	3154
ENSMUSG00000000134	712
ENSMUSG00000000142	752
ENSMUSG00000000148	367
ENSMUSG00000000149	732
ENSMUSG00000000154	20
ENSMUSG00000000157	35
ENSMUSG00000000159	980
ENSMUSG00000000167	3
ENSMUSG00000000168	861
ENSMUSG00000000171	1170
ENSMUSG00000000182	2
ENSMUSG00000000183	0
ENSMUSG00000000184	14789
ENSMUSG00000000194	1063
ENSMUSG00000000197	0
ENSMUSG00000000202	0
ENSMUSG00000000204	9
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	0
ENSMUSG00000000223	5
ENSMUSG00000000244	33
ENSMUSG00000000247	0
ENSMUSG00000000248	1
ENSMUSG00000000253	9
ENSMUSG00000000263	0
ENSMUSG00000000266	33
ENSMUSG00000000275	1266
ENSMUSG00000000276	749
ENSMUSG00000000278	420
ENSMUSG00000000282	1075
ENSMUSG00000000290	7438
ENSMUSG00000000295	111
ENSMUSG00000000296	6
ENSMUSG00000000301	7
ENSMUSG00000000303	9231
ENSMUSG00000000305	0
ENSMUSG00000000308	777
ENSMUSG00000000317	6
ENSMUSG00000000318	90
ENSMUSG00000000320	3
ENSMUSG00000000325	72
ENSMUSG00000000326	576
ENSMUSG00000000339	230
ENSMUSG00000000340	398
ENSMUSG00000000346	10644
ENSMUSG00000000355	569
ENSMUSG00000000359	0
ENSMUSG00000000365	11
ENSMUSG00000000374	2893
ENSMUSG00000000378	1999
ENSMUSG00000000381	0
ENSMUSG00000000384	1014
ENSMUSG00000000385	264
ENSMUSG00000000386	110
ENSMUSG00000000392	13
ENSMUSG00000000394	79
ENSMUSG00000000399	1078
ENSMUSG00000000402	0
ENSMUSG00000000409	18764
ENSMUSG00000000411	3
ENSMUSG00000000416	10
ENSMUSG00000000420	4001
ENSMUSG00000000435	1
ENSMUSG00000000439	965
ENSMUSG00000000440	11
ENSMUSG00000000441	4476
ENSMUSG00000000486	9253
ENSMUSG00000000489	131
ENSMUSG00000000530	11
ENSMUSG00000000531	641
ENSMUSG00000000532	1006
ENSMUSG00000000538	675
ENSMUSG00000000544	371
ENSMUSG00000000552	26
ENSMUSG00000000555	104
ENSMUSG00000000560	1
ENSMUSG00000000561	927
ENSMUSG00000000562	9
ENSMUSG00000000563	4016
ENSMUSG00000000567	66
ENSMUSG00000000568	5993
ENSMUSG00000000579	557
ENSMUSG00000000581	390
ENSMUSG00000000594	1697
ENSMUSG00000000600	1811
ENSMUSG00000000605	1332
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	85
ENSMUSG00000000628	355
ENSMUSG00000000631	659
ENSMUSG00000000632	4
ENSMUSG00000000673	42
ENSMUSG00000000682	3958
ENSMUSG00000000686	115
ENSMUSG00000000690	9
ENSMUSG00000000693	251
ENSMUSG00000000701	0
ENSMUSG00000000706	1
ENSMUSG00000000708	893
ENSMUSG00000000711	2397
ENSMUSG00000000724	2
ENSMUSG00000000730	0
ENSMUSG00000000731	4
ENSMUSG00000000732	1023
ENSMUSG00000000738	1583
ENSMUSG00000000739	0
ENSMUSG00000000740	7600
ENSMUSG00000000743	2024
ENSMUSG00000000751	6592
ENSMUSG00000000753	17
ENSMUSG00000000759	2362
ENSMUSG00000000766	22
ENSMUSG00000000776	395
ENSMUSG00000000782	3764
ENSMUSG00000000787	23740
ENSMUSG00000000791	1923
ENSMUSG00000000792	2
ENSMUSG00000000794	0
ENSMUSG00000000804	1182
ENSMUSG00000000805	168
ENSMUSG00000000811	81
ENSMUSG00000000817	4470
ENSMUSG00000000823	800
ENSMUSG00000000826	3996
ENSMUSG00000000827	834
ENSMUSG00000000838	2241
ENSMUSG00000000861	185
ENSMUSG00000000869	4
ENSMUSG00000000876	230
ENSMUSG00000000881	450
ENSMUSG00000000884	132
ENSMUSG00000000889	1
ENSMUSG00000000901	80
ENSMUSG00000000902	1559
ENSMUSG00000000903	45
ENSMUSG00000000915	9706
ENSMUSG00000000916	219
ENSMUSG00000000934	151
ENSMUSG00000000938	0
ENSMUSG00000000942	5
ENSMUSG00000000948	181
ENSMUSG00000000957	76
ENSMUSG00000000958	85
ENSMUSG00000000959	1354
ENSMUSG00000000976	1373
ENSMUSG00000000982	3354
ENSMUSG00000000983	1
ENSMUSG00000001014	0
ENSMUSG00000001016	1439
ENSMUSG00000001017	4501
ENSMUSG00000001018	1132
ENSMUSG00000001020	1
ENSMUSG00000001021	0
ENSMUSG00000001023	0
ENSMUSG00000001025	55
ENSMUSG00000001027	3
ENSMUSG00000001029	219
ENSMUSG00000001034	483
ENSMUSG00000001036	66
ENSMUSG00000001039	11
ENSMUSG00000001052	2703
ENSMUSG00000001053	258
ENSMUSG00000001054	1219
ENSMUSG00000001056	406
ENSMUSG00000001062	671
ENSMUSG00000001065	727
ENSMUSG00000001076	0
ENSMUSG00000001082	2533
ENSMUSG00000001089	1621
ENSMUSG00000001095	11
ENSMUSG00000001098	821
ENSMUSG00000001100	493
ENSMUSG00000001103	0
ENSMUSG00000001105	700
ENSMUSG00000001119	1
ENSMUSG00000001120	141
ENSMUSG00000001123	4233
ENSMUSG00000001127	3547
ENSMUSG00000001128	196
ENSMUSG00000001131	1
ENSMUSG00000001134	179
ENSMUSG00000001138	1005
ENSMUSG00000001143	981
ENSMUSG00000001150	2354
ENSMUSG00000001151	2171
ENSMUSG00000001155	0
ENSMUSG00000001156	8081
ENSMUSG00000001157	675
ENSMUSG00000001158	690
ENSMUSG00000001166	300
ENSMUSG00000001168	0
ENSMUSG00000001173	635
ENSMUSG00000001175	12024
ENSMUSG00000001211	1876
ENSMUSG00000001225	111
ENSMUSG00000001227	162
ENSMUSG00000001228	478
ENSMUSG00000001229	1637
ENSMUSG00000001240	0
ENSMUSG00000001247	104
ENSMUSG00000001248	17533
ENSMUSG00000001249	1
ENSMUSG00000001260	0
ENSMUSG00000001270	425
ENSMUSG00000001280	3657
ENSMUSG00000001281	12085
ENSMUSG00000001285	507
ENSMUSG00000001288	500
ENSMUSG00000001289	7629
ENSMUSG00000001300	133
ENSMUSG00000001305	299
ENSMUSG00000001313	34
ENSMUSG00000001323	218
ENSMUSG00000001333	2
ENSMUSG00000001334	10
ENSMUSG00000001348	901
ENSMUSG00000001349	0
ENSMUSG00000001366	1595
ENSMUSG00000001376	547
ENSMUSG00000001379	674
ENSMUSG00000001380	1440
ENSMUSG00000001383	2202
ENSMUSG00000001403	109
ENSMUSG00000001415	2879
ENSMUSG00000001416	2999
ENSMUSG00000001417	1
ENSMUSG00000001418	1950
ENSMUSG00000001419	3873
ENSMUSG00000001420	21
ENSMUSG00000001424	2780
ENSMUSG00000001435	3
ENSMUSG00000001436	163
ENSMUSG00000001440	5964
ENSMUSG00000001441	1906
ENSMUSG00000001444	5303
ENSMUSG00000001445	676
ENSMUSG00000001467	6760
ENSMUSG00000001472	8172
ENSMUSG00000001473	199
ENSMUSG00000001482	468
ENSMUSG00000001493	0
ENSMUSG00000001494	0
ENSMUSG00000001496	14
ENSMUSG00000001497	0
ENSMUSG00000001504	0
ENSMUSG00000001506	36
ENSMUSG00000001507	448
ENSMUSG00000001508	0
ENSMUSG00000001510	2
ENSMUSG00000001517	244
ENSMUSG00000001518	619
ENSMUSG00000001520	16
ENSMUSG00000001521	20
ENSMUSG00000001524	231
ENSMUSG00000001525	6773
ENSMUSG00000001542	2064
ENSMUSG00000001552	362
ENSMUSG00000001555	0
ENSMUSG00000001558	5
ENSMUSG00000001566	2
ENSMUSG00000001569	803
ENSMUSG00000001576	1598
ENSMUSG00000001583	45
ENSMUSG00000001588	16553
ENSMUSG00000001604	56
ENSMUSG00000001622	1
ENSMUSG00000001627	10006
ENSMUSG00000001630	516
ENSMUSG00000001632	1733
ENSMUSG00000001642	1628
ENSMUSG00000001655	1
ENSMUSG00000001656	0
ENSMUSG00000001657	1
ENSMUSG00000001661	2
ENSMUSG00000001663	75
ENSMUSG00000001665	81
ENSMUSG00000001666	226
ENSMUSG00000001670	1
ENSMUSG00000001672	35
ENSMUSG00000001674	1035
ENSMUSG00000001687	2342
ENSMUSG00000001700	113
ENSMUSG00000001707	309
ENSMUSG00000001729	2707
ENSMUSG00000001739	479
ENSMUSG00000001741	1567
ENSMUSG00000001750	4787
ENSMUSG00000001751	96
ENSMUSG00000001755	292
ENSMUSG00000001761	37
ENSMUSG00000001763	11
ENSMUSG00000001767	1317
ENSMUSG00000001768	103
ENSMUSG00000001773	0
ENSMUSG00000001774	4468
ENSMUSG00000001783	2157
ENSMUSG00000001785	639
ENSMUSG00000001786	823
ENSMUSG00000001794	6492
ENSMUSG00000001802	0
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	0
ENSMUSG00000001829	370
ENSMUSG00000001833	8032
ENSMUSG00000001844	802
ENSMUSG00000001847	5704
ENSMUSG00000001855	2142
ENSMUSG00000001864	0
ENSMUSG00000001865	89
ENSMUSG00000001870	7
ENSMUSG00000001891	1212
ENSMUSG00000001901	16
ENSMUSG00000001909	1005
ENSMUSG00000001910	3088
ENSMUSG00000001911	75
ENSMUSG00000001918	6621
ENSMUSG00000001924	7956
ENSMUSG00000001930	79
ENSMUSG00000001942	444
ENSMUSG00000001943	1
ENSMUSG00000001946	2
ENSMUSG00000001948	10
ENSMUSG00000001962	1549
ENSMUSG00000001964	7978
ENSMUSG00000001983	176
ENSMUSG00000001985	7
ENSMUSG00000001986	40
ENSMUSG00000001988	4
ENSMUSG00000001995	904
ENSMUSG00000001998	816
ENSMUSG00000001999	361
ENSMUSG00000002006	104
ENSMUSG00000002007	12
ENSMUSG00000002010	2135
ENSMUSG00000002012	35
ENSMUSG00000002014	1171
ENSMUSG00000002015	2731
ENSMUSG00000002017	652
ENSMUSG00000002020	5
ENSMUSG00000002028	6783
ENSMUSG00000002031	469
ENSMUSG00000002032	14
ENSMUSG00000002033	40368
ENSMUSG00000002043	190
ENSMUSG00000002052	5488
ENSMUSG00000002055	185
ENSMUSG00000002057	0
ENSMUSG00000002058	839
ENSMUSG00000002059	17
ENSMUSG00000002064	1163
ENSMUSG00000002068	224
ENSMUSG00000002076	15
ENSMUSG00000002083	123
ENSMUSG00000002100	5
ENSMUSG00000002102	3195
ENSMUSG00000002103	226
ENSMUSG00000002104	72
ENSMUSG00000002105	518
ENSMUSG00000002107	7343
ENSMUSG00000002108	37
ENSMUSG00000002109	1147
ENSMUSG00000002111	19
ENSMUSG00000002129	2897
ENSMUSG00000002147	6218
ENSMUSG00000002190	0
ENSMUSG00000002204	1046
ENSMUSG00000002205	1688
ENSMUSG00000002210	796
ENSMUSG00000002221	1256
